site,year,month,day,tx,tn,p,rad
Indiana,1973,4,30,22.083,11.699,17.6184058188369,16.18
Indiana,1973,5,1,21.367,16.699,1.76697856023722,10.87
Indiana,1973,5,2,19.592,12.898,5.14261126511428,15.38
Indiana,1973,5,3,14.159,6.588,0,19.2
Indiana,1973,5,4,15.068,3.396,0,28.62
Indiana,1973,5,5,16.331,0.991,0,27.1
Indiana,1973,5,6,15.972,9.506,0,8.82
Indiana,1973,5,7,15.262,13.538,16.1721289157981,3.96
Indiana,1973,5,8,20.612,14.587,10.2849632963853,17.2
Indiana,1973,5,9,24.999,11.355,0,23.98
Indiana,1973,5,10,23.051,12.836,1.03484094148598,22.88
Indiana,1973,5,11,20.209,11.182,0,25.34
Indiana,1973,5,12,16.64,9.089,1.23039464599017,21.25
Indiana,1973,5,13,13.324,8.491,0,12.37
Indiana,1973,5,14,13.897,4.218,3.28758358955383,22.93
Indiana,1973,5,15,15.733,1.226,0,28.57
Indiana,1973,5,16,17.64,8.166,1.25724077224731,18.71
Indiana,1973,5,17,14.605,1.223,0,23.67
Indiana,1973,5,18,17.862,4.524,0,18.96
Indiana,1973,5,19,19.953,11.102,18.6312679086313,17.19
Indiana,1973,5,20,20.303,8.387,0,23.35
Indiana,1973,5,21,22.997,7.912,0,23.43
Indiana,1973,5,22,23.901,15.073,5.16894629254239,17.48
Indiana,1973,5,23,22.312,16.326,8.48837294535087,11.22
Indiana,1973,5,24,22.759,13.968,0,25.54
Indiana,1973,5,25,22.881,15.1,2.53923833366798,24.22
Indiana,1973,5,26,22.605,9.167,0,26.68
Indiana,1973,5,27,20.915,15.954,27.8267949814222,7.56
Indiana,1973,5,28,20.393,13.046,10.0405514236286,12.59
Indiana,1973,5,29,18.705,12.433,11.5102986314355,12.91
Indiana,1973,5,30,15.771,9.812,8.06005597104331,11.06
Indiana,1973,5,31,22.642,8.47,0,27.76
Indiana,1973,6,1,24.97,12.384,0,26.7
Indiana,1973,6,2,26.671,12.857,0,27.47
Indiana,1973,6,3,28.291,19.372,9.94794666758025,22.84
Indiana,1973,6,4,26.671,19.34,5.65312802791595,17.79
Indiana,1973,6,5,24.894,19.516,31.3466382856973,11.46
Indiana,1973,6,6,24.519,16.784,3.25796000487344,21.93
Indiana,1973,6,7,25.95,13.815,0,29.02
Indiana,1973,6,8,27.475,16.404,0,29.51
Indiana,1973,6,9,29.014,18.56,0,26.87
Indiana,1973,6,10,29.608,19.533,0,29.12
Indiana,1973,6,11,29.975,20.53,0,26.11
Indiana,1973,6,12,29.613,21.044,2.67900526512221,25.1
Indiana,1973,6,13,25.693,16.809,0,28.51
Indiana,1973,6,14,26.434,13.983,0,30.37
Indiana,1973,6,15,25.835,18.17,3.64332493614938,14.59
Indiana,1973,6,16,30.838,21.297,1.30009651184082,24.32
Indiana,1973,6,17,29.743,20.199,5.26900887484771,16.45
Indiana,1973,6,18,28.822,15.875,0,29.81
Indiana,1973,6,19,27.15,21.261,7.92632576110464,15.23
Indiana,1973,6,20,26.219,19.599,3.77636483290189,27.31
Indiana,1973,6,21,25.288,15.519,0,25.37
Indiana,1973,6,22,23.788,15.253,0,22.02
Indiana,1973,6,23,26.043,13.583,0,26.63
Indiana,1973,6,24,26.076,17.902,0,25.46
Indiana,1973,6,25,29.335,14.828,0,26.69
Indiana,1973,6,26,27.99,22.499,0,14.68
Indiana,1973,6,27,25.476,18.617,47.8429598173626,16.45
Indiana,1973,6,28,21.094,17.426,7.64535367488861,17.83
Indiana,1973,6,29,22.473,13.845,0,22.44
Indiana,1973,6,30,24.528,13.593,0,23.33
Indiana,1973,7,1,28.151,15.947,0,24.78
Indiana,1973,7,2,30.617,21.127,6.17792010319818,24.59
Indiana,1973,7,3,30.288,20.609,2.67574070539922,19.3
Indiana,1973,7,4,25.785,21.832,5.3584882305131,15.84
Indiana,1973,7,5,26.914,15.867,0,25.79
Indiana,1973,7,6,28.43,16.334,0,28.53
Indiana,1973,7,7,29.47,17.664,0,27.99
Indiana,1973,7,8,30.729,18.59,0,28.51
Indiana,1973,7,9,31.687,20.057,0,26.26
Indiana,1973,7,10,29.701,21.78,0,24.08
Indiana,1973,7,11,25.473,16.735,0,29.6
Indiana,1973,7,12,27.582,13.038,0,28.94
Indiana,1973,7,13,31.09,20.048,0,28.94
Indiana,1973,7,14,28.913,20.595,0,23.97
Indiana,1973,7,15,25.635,17.322,0,21.23
Indiana,1973,7,16,26.583,15.128,0,27.01
Indiana,1973,7,17,28.43,15.875,0,26.74
Indiana,1973,7,18,28.68,18.519,0,20.55
Indiana,1973,7,19,30.129,20.463,0,21.05
Indiana,1973,7,20,28.998,21.655,29.3702641658911,11.61
Indiana,1973,7,21,24.639,20.148,39.1833335161209,5.3
Indiana,1973,7,22,25.973,20.248,3.00194244755403,10.75
Indiana,1973,7,23,29.115,20.26,0,17.91
Indiana,1973,7,24,28.909,21.703,7.6354635659186,20.44
Indiana,1973,7,25,30.042,21.944,5.69952745951241,21.07
Indiana,1973,7,26,27.246,21.766,2.40428828692529,21.26
Indiana,1973,7,27,28.138,19.738,0,26
Indiana,1973,7,28,25.563,19.173,0,20.44
Indiana,1973,7,29,25.636,13.823,0,24.15
Indiana,1973,7,30,27.811,19.117,11.5275020444869,18.01
Indiana,1973,7,31,25.154,20.062,26.802010039205,13.88
Indiana,1973,8,1,22.288,16.958,0,18.69
Indiana,1973,8,2,22.913,15.227,1.04558765877982,17.47
Indiana,1973,8,3,23.624,15.016,1.07312086146294,21.13
Indiana,1973,8,4,26.015,15.784,0,25.9
Indiana,1973,8,5,26.761,17.435,0,22.25
Indiana,1973,8,6,27.529,17.61,0,22.78
Indiana,1973,8,7,28.375,17.943,0,23.16
Indiana,1973,8,8,30.475,22.256,0,23.21
Indiana,1973,8,9,28.877,23.077,15.4688745737026,17.13
Indiana,1973,8,10,27.033,20.727,2.23819540599379,23.06
Indiana,1973,8,11,28.587,19.3,21.8597888946306,18.1
Indiana,1973,8,12,26.998,20.29,1.3307213782241,19.48
Indiana,1973,8,13,26.835,16.001,0,25.85
Indiana,1973,8,14,25.19,19.008,11.7423133477814,14.63
Indiana,1973,8,15,25.755,17.506,0,21.48
Indiana,1973,8,16,25.923,16.663,0,21.33
Indiana,1973,8,17,27.209,15.887,0,22.69
Indiana,1973,8,18,28.01,18.467,0,23.23
Indiana,1973,8,19,28.84,19.565,0,20.5
Indiana,1973,8,20,26.85,21.743,4.8968292410656,22.78
Indiana,1973,8,21,23.105,15.079,0,24.15
Indiana,1973,8,22,21.991,13.787,0,23.71
Indiana,1973,8,23,24.007,13.009,0,18.56
Indiana,1973,8,24,24.372,17.448,11.8490546941707,9.83
Indiana,1973,8,25,29.332,19.929,0,17.16
Indiana,1973,8,26,32.088,21.817,0,23.19
Indiana,1973,8,27,32.244,23.386,0,20.21
Indiana,1973,8,28,31.236,22.353,0,22.29
Indiana,1973,8,29,31.038,20.143,0,21.11
Indiana,1973,8,30,28.734,21.983,16.3281798361936,13.57
Indiana,1973,8,31,30.073,21.594,0,20.93
Indiana,1973,9,1,29.985,22.149,0,20.18
Indiana,1973,9,2,30.512,21.368,0,21.02
Indiana,1973,9,3,30.196,21.106,0,20.25
Indiana,1973,9,4,29.419,20.651,0,18.72
Indiana,1973,9,5,27.545,20.433,0,16.17
Indiana,1973,9,6,24.828,16.373,0,19.15
Indiana,1973,9,7,23.937,11.239,0,22.01
Indiana,1973,9,8,21.737,15.258,7.97364280816737,6.57
Indiana,1973,9,9,19.625,17.019,2.4333149194149,6.66
Indiana,1973,9,10,23.618,12.144,0,21.2
Indiana,1973,9,11,24.702,16.018,0,18.84
Indiana,1973,9,12,21.523,10.749,0,19.28
Indiana,1973,9,13,24.56,13.006,0,17.67
Indiana,1973,9,14,24.237,14.361,12.2903853654179,18.9
Indiana,1973,9,15,23.144,12.004,0,20.07
Indiana,1973,9,16,19.463,12.68,0,5.89
Indiana,1973,9,17,19.756,13.975,6.40651583660201,8.08
Indiana,1973,9,18,16.351,8.714,0,13.19
Indiana,1973,9,19,18.897,9.7,0,17.23
Indiana,1973,9,20,18.177,12.773,0,11.73
Indiana,1973,9,21,23.824,10.987,0,12.03
Indiana,1973,9,22,23.186,20.151,4.84086801310468,6.22
Indiana,1973,9,23,24.278,10.581,0,15.53
Indiana,1973,9,24,27.405,14.188,0,15.5
Indiana,1973,9,25,27.686,20.135,3.970108811302,13.17
Indiana,1973,9,26,28.003,19.684,7.1746587736925,16.81
Indiana,1973,9,27,27.003,18.823,0,11.08
Indiana,1973,9,28,27.345,19.593,5.12004792682319,12.42
Indiana,1973,9,29,22.819,20.529,17.4078475590704,5.14
Indiana,1973,9,30,23.687,16.316,0,10.8
Indiana,1973,10,1,22.776,15.657,4.69721821161784,7.01
Indiana,1973,10,2,21.474,15.576,8.4752610004557,13.25
Indiana,1973,10,3,23.759,12.249,1.0959804058075,10.16
Indiana,1973,10,4,21.658,17.517,4.15928959836265,3.37
Indiana,1973,10,5,18.351,9.216,0,17.52
Indiana,1973,10,6,19.353,8.353,0,14.01
Indiana,1973,10,7,23.261,13.792,1.05168819426993,8.09
Indiana,1973,10,8,23.691,16.345,0,9.6
Indiana,1973,10,9,24.936,16.436,0,12.14
Indiana,1973,10,10,26.312,16.367,0,14.46
Indiana,1973,10,11,26.104,16.921,0,15.74
Indiana,1973,10,12,21.905,18.326,3.33601236343384,4.6
Indiana,1973,10,13,19.188,17.46,18.6090302769344,3.28
Indiana,1973,10,14,21.458,8.579,0,15.83
Indiana,1973,10,15,22.998,13.835,0,15.11
Indiana,1973,10,16,16.784,8.357,0,16.4
Indiana,1973,10,17,13.695,3.857,0,15.69
Indiana,1973,10,18,15.031,9.593,0,14.68
Indiana,1973,10,19,21.68,5.097,0,14.71
Indiana,1973,10,20,19.213,8.125,0,11.08
Indiana,1973,10,21,16.874,4.98,0,14.88
Indiana,1973,10,22,19.009,4.517,0,14.7
Indiana,1973,10,23,21.149,5.225,0,14.43
Indiana,1973,10,24,23.105,10.655,0,14.08
Indiana,1973,10,25,20.171,14.823,0,11.34
Indiana,1973,10,26,17.978,7.809,0,13.55
Indiana,1973,10,27,14.525,7.644,9.46037614897932,3.48
Indiana,1973,10,28,12.656,5.25,0,11.54
Indiana,1973,10,29,11.019,2.599,2.7723741291652,3.37
Indiana,1973,10,30,12.238,8.847,2.27499902247885,4.09
Indiana,1973,10,31,11.097,7.08,14.7824765635391,1.9
Indiana,1973,11,1,11.414,5.203,0,9.2
Indiana,1973,11,2,15.287,6.921,0,6.94
Indiana,1973,11,3,10.116,2.939,0,12.23
Indiana,1973,11,4,8.87,0.199,0,9.81
Indiana,1973,11,5,6.263,0.019,0,12.82
Indiana,1973,11,6,4.331,-4.545,0,12.27
Indiana,1973,11,7,8.099,-2.354,0,9.77
Indiana,1973,11,8,6.782,2.8,0,6
Indiana,1973,11,9,2.283,-3.845,0,10.3
Indiana,1973,11,10,2.787,-4.955,0,11.44
Indiana,1973,11,11,7.851,-3.007,0,10.78
Indiana,1973,11,12,13.314,4.993,0,6.7
Indiana,1973,11,13,17.409,8.242,0,9.1
Indiana,1973,11,14,17.693,10.856,0,3.45
Indiana,1973,11,15,18.481,10.058,5.54846525187713,5.51
Indiana,1973,11,16,7.495,2.841,0,9.48
Indiana,1973,11,17,9.822,-0.662,0,10.69
Indiana,1973,11,18,13.44,5.324,1.28479599942466,4.59
Indiana,1973,11,19,12.439,6.121,0,7.85
Indiana,1973,11,20,16.617,5.998,0,7.8
Indiana,1973,11,21,16.638,9.428,14.6586835384319,4.14
Indiana,1973,11,22,16.643,5.002,0,9.48
Indiana,1973,11,23,14.555,6.609,0,9.09
Indiana,1973,11,24,17.45,7.991,21.9191193579604,0.96
Indiana,1973,11,25,14.87,5.382,18.6336696147009,3.65
Indiana,1973,11,26,13.257,3.551,5.51331043243408,4.83
Indiana,1973,11,27,14.628,9.585,1.37280523767913,5.24
Indiana,1973,11,28,11.472,2.285,7.4964791535308,5.9
Indiana,1973,11,29,6.455,-1.678,0,9.78
Indiana,1973,11,30,12.441,3.872,0,8.85
Indiana,1973,12,1,7.089,-1.123,0,9.48
Indiana,1973,12,2,15.058,2.326,0,9.21
Indiana,1973,12,3,15.635,8.664,0,7.14
Indiana,1973,12,4,15.101,10.013,25.7466072477541,2.29
Indiana,1973,12,5,12.731,0.989,1.58509349711267,2.58
Indiana,1973,12,6,0.557,-2.574,0,4.1
Indiana,1973,12,7,2.239,-2.631,0,4.78
Indiana,1973,12,8,3.669,-1.032,0,7.23
Indiana,1973,12,9,2.705,-3.858,0,5
Indiana,1973,12,10,1.063,-6.148,0,4.77
Indiana,1973,12,11,-1.662,-10.881,0,5.75
Indiana,1973,12,12,6.246,-4.78,0,8.41
Indiana,1973,12,13,7.858,1.05,11.5499556064265,1.56
Indiana,1973,12,14,1.102,-4.25,0,8.15
Indiana,1973,12,15,-1.374,-4.088,4.09887730984337,3.7
Indiana,1973,12,16,-3.657,-8.282,0,8.11
Indiana,1973,12,17,-6.035,-13.401,0,9.35
Indiana,1973,12,18,-3.342,-11.563,0,3.74
Indiana,1973,12,19,-2.803,-5.071,29.0518638066715,2.24
Indiana,1973,12,20,-2.787,-7.211,13.4433686732223,8.33
Indiana,1973,12,21,-7.951,-15.68,0,7.67
Indiana,1973,12,22,-3.674,-20.973,0,7.95
Indiana,1973,12,23,-2.69,-9.61,0,8.36
Indiana,1973,12,24,3.731,-5.045,1.38676515592806,4.18
Indiana,1973,12,25,7.211,3.521,7.78171234884439,2.92
Indiana,1973,12,26,2.66,-7.918,13.2877664141802,3.44
Indiana,1973,12,27,0.769,-0.842,7.51619040966034,4.91
Indiana,1973,12,28,2.49,-4.558,0,4.24
Indiana,1973,12,29,2.392,-6.246,1.28320162730233,5.78
Indiana,1973,12,30,-6.057,-13.47,1.84981822957297,5.62
Indiana,1973,12,31,-6.781,-11.409,6.48678839206696,8.22
Indiana,1974,1,1,-9.2,-19.513,1.78776681423187,9.49
Indiana,1974,1,2,-10.415,-22.094,0,7.73
Indiana,1974,1,3,-6.627,-14.043,0,6.31
Indiana,1974,1,4,-6.941,-21.821,0,10.25
Indiana,1974,1,5,-7.815,-23.27,0,7.52
Indiana,1974,1,6,-6.459,-16.606,0,6.55
Indiana,1974,1,7,-8.014,-13.462,0,7.45
Indiana,1974,1,8,-5.181,-24.069,2.09094285963829,6.64
Indiana,1974,1,9,-1.497,-7.945,6.5968424081575,8.44
Indiana,1974,1,10,-3.181,-6.521,7.87149667735321,3.77
Indiana,1974,1,11,-3.36,-9.621,1.79280638690216,10.23
Indiana,1974,1,12,-9.483,-21.719,0,11.25
Indiana,1974,1,13,-5.371,-22.988,0,6.28
Indiana,1974,1,14,-0.145,-7.268,0,10.16
Indiana,1974,1,15,2.404,-3.002,0,10.03
Indiana,1974,1,16,4.31,-1.665,0,10.12
Indiana,1974,1,17,2.879,-4.27,0,10.22
Indiana,1974,1,18,6.08,0.97,2.55482610407398,2.01
Indiana,1974,1,19,4.938,0.986,5.97630739201804,3.75
Indiana,1974,1,20,13.033,3.224,19.5013910530974,1.23
Indiana,1974,1,21,11.89,1.749,10.8286052941367,4.01
Indiana,1974,1,22,10.247,1.022,7.75429010390738,2.94
Indiana,1974,1,23,10.079,-0.142,3.17770540704032,6.63
Indiana,1974,1,24,7.266,-4.33,0,11.08
Indiana,1974,1,25,9.43,-1.964,0,11.22
Indiana,1974,1,26,12.236,-1.038,6.68408274646026,2.89
Indiana,1974,1,27,13.435,4.007,9.33856727078819,5.47
Indiana,1974,1,28,2.419,-1.755,7.64120717968808,2.47
Indiana,1974,1,29,5.064,-2.29,0,9.92
Indiana,1974,1,30,11.34,0.478,0,12.2
Indiana,1974,1,31,8.332,1.032,0,11.83
Indiana,1974,2,1,5.906,-4.114,0,7.7
Indiana,1974,2,2,3.197,-1.937,0,10.31
Indiana,1974,2,3,1.601,-2.5,0,8.46
Indiana,1974,2,4,-2.148,-9.887,0,12.27
Indiana,1974,2,5,3.11,-5.875,2.96560898601683,8.12
Indiana,1974,2,6,1.548,-3.994,16.0699069498946,2.7
Indiana,1974,2,7,-4.84,-10.051,0,9.99
Indiana,1974,2,8,-5.592,-13.757,0,13.09
Indiana,1974,2,9,-5.641,-15.061,0,12.85
Indiana,1974,2,10,0.592,-16.673,1.18617483792605,6.71
Indiana,1974,2,11,0.513,-13.153,0,13.73
Indiana,1974,2,12,11.177,-1.382,0,14.51
Indiana,1974,2,13,11.632,0.089,0,14.23
Indiana,1974,2,14,1.422,-3.729,0,8.43
Indiana,1974,2,15,2.478,-8.222,0,14.8
Indiana,1974,2,16,8.328,-3.956,0,14.61
Indiana,1974,2,17,7.8,-4.915,0,15.17
Indiana,1974,2,18,11.007,0.287,0,7.71
Indiana,1974,2,19,8.41,1.413,12.7059280871435,4.9
Indiana,1974,2,20,7.959,-5.799,0,13.99
Indiana,1974,2,21,11.907,0.046,8.65301554983944,9.66
Indiana,1974,2,22,12.651,0.639,16.2546859997974,4.98
Indiana,1974,2,23,-0.016,-7.151,0,15.21
Indiana,1974,2,24,-2.234,-8.1,5.50197660919594,6.7
Indiana,1974,2,25,-2.696,-11.843,0,16.79
Indiana,1974,2,26,1.468,-10.486,0,16.64
Indiana,1974,2,27,9.27,-1.622,0,16.32
Indiana,1974,2,28,14.371,6.68,0,11.87
Indiana,1974,3,1,10.023,-4.388,0,15.32
Indiana,1974,3,2,20.136,8.166,0,11.85
Indiana,1974,3,3,22.617,14.69,0,14.51
Indiana,1974,3,4,20.383,8.265,14.6896839141846,6.89
Indiana,1974,3,5,16.782,3.127,9.78127083305935,15.26
Indiana,1974,3,6,19.412,5.578,0,11.13
Indiana,1974,3,7,22.206,11.116,1.4292299747467,12.54
Indiana,1974,3,8,22.821,15.305,1.24457614344919,9.24
Indiana,1974,3,9,21.357,15.9,3.77715229984688,8.96
Indiana,1974,3,10,18.044,2.252,2.68009305000305,13.46
Indiana,1974,3,11,7.389,1.927,11.0204398631595,1.72
Indiana,1974,3,12,7.698,1.154,7.50714628571814,11.12
Indiana,1974,3,13,4.551,-4.837,0,19.91
Indiana,1974,3,14,8.421,-4.947,0,19.08
Indiana,1974,3,15,7.286,3.495,6.18910180770627,4.55
Indiana,1974,3,16,6.835,-2.075,1.27916038036346,10.92
Indiana,1974,3,17,4.388,-1.097,3.06349480450763,9.84
Indiana,1974,3,18,11.546,-0.973,0,14.16
Indiana,1974,3,19,9.07,3.182,2.65137581972752,7.12
Indiana,1974,3,20,7.628,-5.257,0,19.89
Indiana,1974,3,21,5.841,-1.809,2.81236171713317,20.52
Indiana,1974,3,22,7.81,-3.43,0,21.63
Indiana,1974,3,23,5.93,-4.213,3.40019166469574,10.25
Indiana,1974,3,24,-4.867,-10.005,1.20912790293914,23.35
Indiana,1974,3,25,4.028,-12.034,0,22.73
Indiana,1974,3,26,11.791,-2.691,0,20.03
Indiana,1974,3,27,14.989,-2.044,0,19.24
Indiana,1974,3,28,14.234,2.663,5.40963113297721,5.83
Indiana,1974,3,29,18.92,6.007,2.6024226502841,17.81
Indiana,1974,3,30,15.658,2.599,18.2998329401016,4.76
Indiana,1974,3,31,11.465,-1.31,0,17.53
Indiana,1974,4,1,24.48,7.535,6.65814280506538,16.63
Indiana,1974,4,2,18.942,4.55,0,22.63
Indiana,1974,4,3,21.794,12.629,2.99507418765188,12.61
Indiana,1974,4,4,17.927,5.857,5.48988826602681,9.65
Indiana,1974,4,5,5.656,0.851,9.16513800621033,8.68
Indiana,1974,4,6,12.017,-2.876,0,24.56
Indiana,1974,4,7,12.613,7.102,3.18872593760489,7.66
Indiana,1974,4,8,9.641,0.47,5.60498833647216,10.36
Indiana,1974,4,9,9.397,-3.699,0,23.51
Indiana,1974,4,10,16.178,2.79,0,19.65
Indiana,1974,4,11,20.422,9.395,1.09401484161253,17.53
Indiana,1974,4,12,23.333,12.424,5.79015314578868,18.33
Indiana,1974,4,13,22.736,12.416,5.86695964276629,22.24
Indiana,1974,4,14,19.243,7.991,3.72138321392868,10.8
Indiana,1974,4,15,11.267,4.615,0,14.01
Indiana,1974,4,16,14.058,0.418,0,25.76
Indiana,1974,4,17,16.666,1.025,0,25.97
Indiana,1974,4,18,17.175,5.213,0,18.5
Indiana,1974,4,19,16.122,5.57,2.27140188206931,20.19
Indiana,1974,4,20,23.669,6.665,0,25.61
Indiana,1974,4,21,20.412,14.696,4.80561852452865,10.23
Indiana,1974,4,22,18.079,15.207,7.11245013786765,19.11
Indiana,1974,4,23,14.909,5.909,0,12.82
Indiana,1974,4,24,13.827,0.05,0,27.19
Indiana,1974,4,25,15.382,1.7,0,16.17
Indiana,1974,4,26,23.097,8.395,0,24.83
Indiana,1974,4,27,24.676,12.621,0,22.32
Indiana,1974,4,28,22.473,17.508,5.31424582004547,9.86
Indiana,1974,4,29,22.614,17.526,5.71848750098525,9.65
Indiana,1974,4,30,19.074,13.944,6.56776130199432,10.92
Indiana,1974,5,1,19.618,8.141,0,25.29
Indiana,1974,5,2,17.185,11.273,3.97032797332031,8.7
Indiana,1974,5,3,17.227,9.18,0,20.38
Indiana,1974,5,4,18.455,3.495,0,24.74
Indiana,1974,5,5,19.375,4.094,0,23.2
Indiana,1974,5,6,15.38,4.673,0,24.31
Indiana,1974,5,7,13.812,-0.444,0,24.73
Indiana,1974,5,8,16.233,7.073,33.6931347846985,9.73
Indiana,1974,5,9,13.173,7.029,0,14.04
Indiana,1974,5,10,17.095,5.73,0,24.54
Indiana,1974,5,11,25.007,11.851,13.2030695676804,14.86
Indiana,1974,5,12,17.888,9.398,9.38338339324218,22.84
Indiana,1974,5,13,19.936,5.383,0,20.08
Indiana,1974,5,14,23.439,17.267,3.82931828488964,14.28
Indiana,1974,5,15,20.44,10.133,22.3542273044472,26.89
Indiana,1974,5,16,25.474,11.869,0,11.07
Indiana,1974,5,17,25.096,18.951,12.4079562742736,6.46
Indiana,1974,5,18,23.269,16.439,3.10079410922981,10.86
Indiana,1974,5,19,21.314,14.342,16.1667048790264,11.57
Indiana,1974,5,20,26.815,14.473,0,22.34
Indiana,1974,5,21,27.963,17.078,1.30460262295173,24.13
Indiana,1974,5,22,24.908,19.221,4.68313275757737,13.12
Indiana,1974,5,23,24.737,14.174,1.39008550775088,28.19
Indiana,1974,5,24,20.056,11.678,4.06189796638046,25.8
Indiana,1974,5,25,17.98,9.799,0,21.35
Indiana,1974,5,26,17.808,8.863,0,16.72
Indiana,1974,5,27,19.929,6.519,0,29.92
Indiana,1974,5,28,22.494,12.1,9.77394282807609,14.22
Indiana,1974,5,29,26.479,18.329,5.31573891629478,18.11
Indiana,1974,5,30,26.978,16.925,3.54117155075073,18.87
Indiana,1974,5,31,25.117,18.717,25.5623400211284,15.88
Indiana,1974,6,1,21.959,12.013,0,24.49
Indiana,1974,6,2,23.454,11.055,0,26.62
Indiana,1974,6,3,25.197,11.525,0,27.12
Indiana,1974,6,4,26.923,15.007,0,26.65
Indiana,1974,6,5,24.977,18.042,3.23825478553275,15.91
Indiana,1974,6,6,26.781,18.282,7.7404320239971,14.25
Indiana,1974,6,7,25.251,19.86,27.8981596363046,8.71
Indiana,1974,6,8,24.41,18.638,14.8469805717468,12.52
Indiana,1974,6,9,28.339,21.141,4.37256693840027,17.06
Indiana,1974,6,10,25.381,17.443,11.3517135381649,13.46
Indiana,1974,6,11,20.429,13.269,0,17.43
Indiana,1974,6,12,20.97,10.66,1.57466530799866,28.55
Indiana,1974,6,13,22.764,11.538,0,24.52
Indiana,1974,6,14,24.824,14.63,2.65117585649932,22.68
Indiana,1974,6,15,23.786,17.187,13.3533060549667,27.56
Indiana,1974,6,16,19.976,11.205,0,21.49
Indiana,1974,6,17,17.687,11.687,0,15.69
Indiana,1974,6,18,24.446,12.421,0,27.86
Indiana,1974,6,19,27.976,18.258,18.5768142226834,11.37
Indiana,1974,6,20,30.031,17.937,10.9917976870051,24.51
Indiana,1974,6,21,28.616,20.671,22.0151543617249,20.58
Indiana,1974,6,22,27.209,18.582,50.763118266957,4.08
Indiana,1974,6,23,18.421,13.18,16.3332670927048,17.28
Indiana,1974,6,24,18.722,11.698,0,19.82
Indiana,1974,6,25,20.354,11.028,1.26010179519653,23.66
Indiana,1974,6,26,22.915,12.068,1.49550437924972,26.88
Indiana,1974,6,27,23.914,11.981,0,26.46
Indiana,1974,6,28,23.67,12.719,0,26.83
Indiana,1974,6,29,26.202,13.257,0,28.02
Indiana,1974,6,30,27.628,21.212,0,25.83
Indiana,1974,7,1,28.596,15.113,0,29.71
Indiana,1974,7,2,30.856,20.283,0,28.49
Indiana,1974,7,3,30.778,23.204,0,27.81
Indiana,1974,7,4,29.021,23.502,0,19.3
Indiana,1974,7,5,24.866,17.866,0,28.51
Indiana,1974,7,6,28.057,14.38,0,25
Indiana,1974,7,7,30.123,18.62,0,24.79
Indiana,1974,7,8,31.067,20.561,0,26.15
Indiana,1974,7,9,31.388,21.684,0,26.29
Indiana,1974,7,10,29.123,21.928,0,17.08
Indiana,1974,7,11,27.142,20.88,2.36353480329399,22.87
Indiana,1974,7,12,27.292,15.705,0,28.89
Indiana,1974,7,13,30.89,18.641,0,26
Indiana,1974,7,14,33.493,22.368,0,26.65
Indiana,1974,7,15,30.012,23.301,0,27.1
Indiana,1974,7,16,27.715,16.186,0,28.22
Indiana,1974,7,17,29.382,16.512,0,28.57
Indiana,1974,7,18,31.406,20.423,0,21.64
Indiana,1974,7,19,30.009,22.295,40.18146095558,21.92
Indiana,1974,7,20,27.918,21.64,0,24.14
Indiana,1974,7,21,26.029,15.589,0,28.02
Indiana,1974,7,22,24.113,16.577,15.0704324245226,13.92
Indiana,1974,7,23,23.987,19.374,1.05121135711173,16.54
Indiana,1974,7,24,25.185,18.01,0,19.13
Indiana,1974,7,25,26.701,15.16,0,23.88
Indiana,1974,7,26,27.964,17.569,0,24.93
Indiana,1974,7,27,30.189,17.436,0,25.2
Indiana,1974,7,28,29.555,20.05,2.47594611442992,20.18
Indiana,1974,7,29,27.132,20.508,0,26.65
Indiana,1974,7,30,24.15,15.746,0,23.14
Indiana,1974,7,31,25.368,15.565,0,21.9
Indiana,1974,8,1,27.575,14.682,0,20.96
Indiana,1974,8,2,27.864,16.793,1.13247103462299,21.94
Indiana,1974,8,3,23.773,18.679,12.4918016581432,23.72
Indiana,1974,8,4,21.085,14.297,1.02977732876752,12.82
Indiana,1974,8,5,23.903,13.649,0,22.85
Indiana,1974,8,6,25.094,13.988,0,24.61
Indiana,1974,8,7,25.442,15.95,0,19.03
Indiana,1974,8,8,25.907,17.306,9.19579403392845,17.95
Indiana,1974,8,9,27.939,17.106,0,23.88
Indiana,1974,8,10,26.142,21.006,18.6706185340881,8.56
Indiana,1974,8,11,27.964,20.791,10.470491647709,14.95
Indiana,1974,8,12,28.584,15.868,0,25.47
Indiana,1974,8,13,28.548,20.922,8.99338884880763,17.7
Indiana,1974,8,14,26.847,16.946,2.2699236869812,21.67
Indiana,1974,8,15,28.276,18.414,0,23.6
Indiana,1974,8,16,28.02,20.434,1.58354658327653,19.92
Indiana,1974,8,17,27.237,19.523,3.30858230580588,22.47
Indiana,1974,8,18,26.576,17.678,1.74596905708313,21.39
Indiana,1974,8,19,28.531,16.009,0,23.2
Indiana,1974,8,20,28.716,17.671,0,24.46
Indiana,1974,8,21,28.879,18.504,0,24.89
Indiana,1974,8,22,28.466,17.53,0,21.55
Indiana,1974,8,23,26.85,19.519,1.00677013392669,19.45
Indiana,1974,8,24,24.619,14.91,0,23.73
Indiana,1974,8,25,25.531,14.096,0,20.56
Indiana,1974,8,26,30.701,17.35,1.25401914107215,21.61
Indiana,1974,8,27,28.123,22.321,8.48938828795553,14.85
Indiana,1974,8,28,23.188,17.151,14.821732044215,4.78
Indiana,1974,8,29,23.891,16.952,4.53216135497314,14.36
